"","Name","Age","OVA","POT","Team...Contract","Value","Wage","Total","Player","Year_of_Release","Category_Ranking","Release_Nb","Bid_Asked_Price","Price_USD"
"63","Sarr",30,73,73,"FC Bayern München
2020 ~ 2024","€2.6M","€36K",2012,"Bouna Sarr","2021-22","Limited","364/1000",0.72,1170
"64","Coman",26,86,87,"FC Bayern München
2015 ~ 2027","€80M","€105K",1979,"Kingsley Coman","2021-22","Limited","268/1000",0.28,455
"65","Diallo",23,73,79,"Southampton
2020 ~ 2024","€4.4M","€31K",1827,"Abdou Diallo","2021-22","Limited","380/1000",0.45,731.25
"66","Dia",25,79,83,"US Salernitana 1919
Jun 30, 2023 On Loan","€24.5M","€39K",1850,"Amadou Dia","2021-22","Rare","13/100",0.015,24.375
"67","Dia",25,79,83,"US Salernitana 1919
Jun 30, 2023 On Loan","€24.5M","€39K",1850,"Amadou Dia","2021-22","Rare","5/100",0.039,63.375
"68","Díaz",19,72,83,"Liverpool Fútbol Club
2019 ~ 2023","€5M","€500",1942,"Marcelo Díaz","2020-21","Rare","35/100",0.35,568.75
"69","Díaz",19,72,83,"Liverpool Fútbol Club
2019 ~ 2023","€5M","€500",1942,"Marcelo Díaz","2020-21","Rare","33/100",0.35,568.75
"70","Sánchez",33,79,79,"Olympique de Marseille
2022 ~ 2023","€11M","€48K",2052,"Luciano Sánchez","2022-23","Limited","13/1000",0.05,81.25
"71","Sánchez",33,79,79,"Olympique de Marseille
2022 ~ 2023","€11M","€48K",2052,"Luciano Sánchez","2022-23","Limited","13/1000",0.05,81.25
"72","Gueye",32,82,82,"Everton
2022 ~ 2024","€20.5M","€53K",2091,"Arfang Gueye","2020-21","Rare","51/100",0.17,276.25
"73","Gueye",32,82,82,"Everton
2022 ~ 2024","€20.5M","€53K",2091,"Idrissa Gueye","2021-22","Limited","426/1000",0.38,617.5
"74","Alaba",30,86,86,"Real Madrid CF
2021 ~ 2026","€55.5M","€220K",2277,"David Alaba","2021-22","Limited","300/1000",0.3,487.5
"75","Alaba",30,86,86,"Real Madrid CF
2021 ~ 2026","€55.5M","€220K",2277,"David Alaba","2021-22","Limited","430/1000",0.15,243.75
"76","Alaba",30,86,86,"Real Madrid CF
2021 ~ 2026","€55.5M","€220K",2277,"David Alaba","2021-22","Limited","300/1000",0.3,487.5
"77","Jiménez",31,81,81,"Wolverhampton Wanderers
2019 ~ 2024","€22M","€100K",2056,"Héctor Jiménez","2021-22","Rare","12/100",0.18,292.5
"78","Pereira",19,61,79,"AJ Auxerre
2022 ~ 2025","€825K","€2K",1525,"Danilo Pereira","2021-22","Limited","435/1000",0.38,617.5
"79","Herrera",24,76,81,"Girona FC
Jun 30, 2023 On Loan","€11.5M","€80K",2028,"Ander Herrera","2021-22","Limited","359/1000",0.25,406.25
"80","Ito",23,72,77,"VfB Stuttgart
2022 ~ 2025","€3.2M","€14K",1869,"Makito Ito","2020-21","Rare","34/100",0.888,1443
"81","Ito",23,72,77,"VfB Stuttgart
2022 ~ 2025","€3.2M","€14K",1869,"Makito Ito","2020-21","Rare","26/100",0.95,1543.75
"82","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"83","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"84","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"85","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"86","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"87","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"88","Fujimoto",23,74,83,"Gil Vicente FC
2020 ~ 2025","€9.5M","€10K",1894,"Noriaki Fujimoto","2022-23","Limited","219/1000",0.004,6.5
"89","Fujimoto",23,74,83,"Gil Vicente FC
2020 ~ 2025","€9.5M","€10K",1894,"Noriaki Fujimoto","2022-23","Limited","219/1000",0.004,6.5
"90","Sánchez",24,76,82,"Ajax
2022 ~ 2026","€11M","€13K",1965,"Luciano Sánchez","2022-23","Limited","13/1000",0.05,81.25
"91","Sánchez",24,76,82,"Ajax
2022 ~ 2026","€11M","€13K",1965,"Luciano Sánchez","2022-23","Limited","13/1000",0.05,81.25
"92","Quintero",29,78,78,"River Plate
Dec 31, 2022 On Loan","€14M","€16K",1949,"Darwin Quintero","2021-22","Rare","15/100",1.4,2275
"93","Vázquez",21,72,82,"Boca Juniors
2021 ~ 2026","€5.5M","€10K",1725,"Lucas Vázquez","2021-22","Limited","379/1000",0.079,128.375
"94","Vázquez",21,72,82,"Boca Juniors
2021 ~ 2026","€5.5M","€10K",1725,"Víctor Vázquez","2022-23","Unique",NA,0.6,975
"95","Kaboré",21,72,83,"Olympique de Marseille
Jun 30, 2023 On Loan","€5M","€43K",1736,"Charles Kaboré","2020-21","Rare","41/100",0.25,406.25
"96","Sarr",23,75,79,"AS Monaco
Jun 30, 2023 On Loan","€7M","€61K",1881,"Bouna Sarr","2021-22","Limited","364/1000",0.72,1170
"97","Zidane",24,69,76,"SD Eibar
2022 ~ 2024","€2.4M","€3K",1046,"Zinédine Zidane","1997-98","Limited","48/1000",0.3,487.5
"98","Zidane",24,69,76,"SD Eibar
2022 ~ 2024","€2.4M","€3K",1046,"Zinédine Zidane","1997-98","Limited","211/1000",0.31,503.75
"99","Zidane",24,69,76,"SD Eibar
2022 ~ 2024","€2.4M","€3K",1046,"Zinédine Zidane","1997-98","Limited","48/1000",0.3,487.5
"100","Gueye",23,75,81,"Olympique de Marseille
2020 ~ 2024","€8M","€26K",1849,"Arfang Gueye","2020-21","Rare","51/100",0.17,276.25
"101","Gueye",23,75,81,"Olympique de Marseille
2020 ~ 2024","€8M","€26K",1849,"Idrissa Gueye","2021-22","Limited","426/1000",0.38,617.5
"102","Jones",21,76,84,"Liverpool
2018 ~ 2025","€17M","€60K",1964,"Alvin Jones","2020-21","Rare","6/100",0.07,113.75
"103","Rossi",26,79,83,"Boca Juniors
2017 ~ 2023","€19M","€16K",1303,"Agustín Rossi","2022-23","Limited","1/1000",0.9,1462.5
"104","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","79/1000",0.014,22.75
"105","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","107/1000",0.02,32.5
"106","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Rare","37/100",0.03,48.75
"107","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","323/1000",0.045,73.125
"108","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","365/1000",0.065,105.625
"109","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","226/1000",0.075,121.875
"110","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","363/1000",0.075,121.875
"111","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","157/1000",0.09,146.25
"112","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","262/1000",0.1,162.5
"113","Ribéry",39,76,76,"US Salernitana 1919
2021 ~ 2023","€2.6M","€21K",1831,"Franck Ribéry","2021-22","Limited","107/1000",0.02,32.5
"114","Moreno",34,76,76,"Mexico
Free","€0","€0",1806,"Gerardo Moreno","2021-22","Limited","174/1000",0.004,6.5
"115","Moreno",34,76,76,"Mexico
Free","€0","€0",1806,"Gerardo Moreno","2021-22","Limited","174/1000",0.0037,6.0125
"116","Carlos",20,67,81,"Vitória de Guimarães
2021 ~ 2025","€2.3M","€2K",1706,"João Carlos","Teixeira","Limited","195/1000",0.059,95.875
"117","Díaz",23,68,73,"Columbus Crew
2019 ~ 2022","€1.8M","€3K",1720,"Marcelo Díaz","2020-21","Rare","35/100",0.35,568.75
"118","Díaz",23,68,73,"Columbus Crew
2019 ~ 2022","€1.8M","€3K",1720,"Marcelo Díaz","2020-21","Rare","33/100",0.35,568.75
"119","Diallo",19,70,83,"Sunderland
Jun 30, 2023 On Loan","€3.8M","€31K",1664,"Abdou Diallo","2021-22","Limited","380/1000",0.45,731.25
"120","Pereira",22,71,81,"Liverpool Fútbol Club
2019 ~ 2022","€3.9M","€500",1733,"Danilo Pereira","2021-22","Limited","435/1000",0.38,617.5
"121","Camara",19,66,78,"Angers SCO
2022 ~ 2026","€1.9M","€3K",1573,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"122","Camara",19,66,78,"Angers SCO
2022 ~ 2026","€1.9M","€3K",1573,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"123","Camara",25,75,80,"Roma
2018 ~ 2024","€8M","€47K",2084,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"124","Camara",25,75,80,"Roma
2018 ~ 2024","€8M","€47K",2084,"Samba Camara","2021-22","Limited","342/1000",0.005,8.125
"125","Kubo",21,74,84,"Real Sociedad
2022 ~ 2027","€9.5M","€19K",1805,"Takefusa Kubo","2021-22","Limited","300/1000",0.05,81.25
"126","García",23,68,75,"Minnesota United FC
2022 ~ 2023","€2.4M","€4K",1600,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
"127","García",23,68,75,"Minnesota United FC
2022 ~ 2023","€2.4M","€4K",1600,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
"128","Rossi",24,76,80,"Fenerbahçe SK
2021 ~ 2025","€11M","€49K",1862,"Agustín Rossi","2022-23","Limited","1/1000",0.9,1462.5
"129","McKenzie",23,71,78,"KRC Genk
2021 ~ 2025","€3.5M","€9K",1621,"Mark McKenzie","2021-22","Limited","384/1000",50,81250
"130","McKenzie",23,71,78,"KRC Genk
2021 ~ 2025","€3.5M","€9K",1621,"Mark McKenzie","2021-22","Limited","384/1000",50,81250
"131","Endo",29,78,78,"VfB Stuttgart
2020 ~ 2024","€13.5M","€29K",2012,"Yasushi Endo","2020-21","Rare","47/100",0.065,105.625
"132","Endo",29,78,78,"VfB Stuttgart
2020 ~ 2024","€13.5M","€29K",2012,"Yasushi Endo","2021-22","Rare","26/100",0.069,112.125
"133","Endo",29,78,78,"VfB Stuttgart
2020 ~ 2024","€13.5M","€29K",2012,"Yasushi Endo","2021-22","Rare","36/100",0.07,113.75
"134","Endo",29,78,78,"VfB Stuttgart
2020 ~ 2024","€13.5M","€29K",2012,"Yasushi Endo","2021-22","Rare","35/100",0.075,121.875
"135","Endo",29,78,78,"VfB Stuttgart
2020 ~ 2024","€13.5M","€29K",2012,"Yasushi Endo","2021-22","Rare","21/100",0.079,128.375
"136","Koch",25,76,80,"Leeds United
2020 ~ 2024","€9.5M","€33K",1709,"Menno Koch","2020-21","Rare","31/100",0.085,138.125
"137","Schmitz",27,75,75,"1. FC Köln
2018 ~ 2024","€5.5M","€23K",1913,"Lukas Schmitz","2020-21","Rare","25/100",0.034,55.25
"138","Kenny",25,74,75,"Hertha BSC
2022 ~ 2025","€4.6M","€22K",1912,"Johnny Kenny","2021-22","Limited","137/1000",0.19,308.75
"139","Diallo",26,77,79,"RB Leipzig
Jun 30, 2023 On Loan","€11.5M","€61K",1884,"Abdou Diallo","2021-22","Limited","380/1000",0.45,731.25
"140","Smith",28,67,67,"D.C. United
2022 ~ 2022","€925K","€3K",1740,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"141","Smith",28,67,67,"D.C. United
2022 ~ 2022","€925K","€3K",1740,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"142","Smith",28,67,67,"D.C. United
2022 ~ 2022","€925K","€3K",1740,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"143","Smith",28,67,67,"D.C. United
2022 ~ 2022","€925K","€3K",1740,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"144","Smith",28,67,67,"D.C. United
2022 ~ 2022","€925K","€3K",1740,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"145","Smith",28,67,67,"D.C. United
2022 ~ 2022","€925K","€3K",1740,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"146","Díaz",27,76,76,"River Plate
2019 ~ 2024","€7M","€16K",1998,"Marcelo Díaz","2020-21","Rare","35/100",0.35,568.75
"147","Díaz",27,76,76,"River Plate
2019 ~ 2024","€7M","€16K",1998,"Marcelo Díaz","2020-21","Rare","33/100",0.35,568.75
"148","Chiellini",37,84,84,"Los Angeles FC
2022 ~ 2023","€7.5M","€11K",1815,"Giorgio Chiellini","2021-22","Limited","329/1000",0.02,32.5
"149","Chiellini",37,84,84,"Los Angeles FC
2022 ~ 2023","€7.5M","€11K",1815,"Giorgio Chiellini","2021-22","Limited","308/1000",0.02,32.5
"150","Chiellini",37,84,84,"Los Angeles FC
2022 ~ 2023","€7.5M","€11K",1815,"Giorgio Chiellini","2021-22","Limited","308/1000",0.016,26
"151","Chiellini",37,84,84,"Los Angeles FC
2022 ~ 2023","€7.5M","€11K",1815,"Giorgio Chiellini","2021-22","Limited","329/1000",0.02,32.5
"152","Falcao",36,76,76,"Rayo Vallecano
2021 ~ 2023","€2.6M","€17K",1891,"Radamel Falcao","2021-22","Limited","80/1000",0.02,32.5
"153","Falcao",36,76,76,"Rayo Vallecano
2021 ~ 2023","€2.6M","€17K",1891,"Radamel Falcao","2021-22","Limited","80/1000",0.011,17.875
"154","Hasebe",38,74,74,"Eintracht Frankfurt
2014 ~ 2023","€750K","€16K",1859,"Makoto Hasebe","2021-22","Rare","1/100",0.5,812.5
"155","Hasebe",38,74,74,"Eintracht Frankfurt
2014 ~ 2023","€750K","€16K",1859,"Makoto Hasebe","2021-22","Rare","1/100",0.5,812.5
"156","Díaz",21,64,73,"Vélez Sarsfield
2022 ~ 2024","€1.3M","€3K",1735,"Marcelo Díaz","2020-21","Rare","35/100",0.35,568.75
"157","Díaz",21,64,73,"Vélez Sarsfield
2022 ~ 2024","€1.3M","€3K",1735,"Marcelo Díaz","2020-21","Rare","33/100",0.35,568.75
"158","Díaz",21,64,73,"Vélez Sarsfield
2022 ~ 2024","€1.3M","€3K",1735,"Marcelo Díaz","2020-21","Rare","35/100",0.35,568.75
"159","Díaz",21,64,73,"Vélez Sarsfield
2022 ~ 2024","€1.3M","€3K",1735,"Marcelo Díaz","2020-21","Rare","33/100",0.35,568.75
"160","González",21,67,81,"Newell's Old Boys
2019 ~ 2024","€2.5M","€5K",1598,"Giancarlo González","2021-22","Rare","15/100",0.055,89.375
"161","Booth",21,63,74,"FC Utrecht
2022 ~ 2025","€1.1M","€2K",1720,"Callum Booth","2021-22","Limited","257/1000",0.003,4.875
"162","Booth",21,63,74,"FC Utrecht
2022 ~ 2025","€1.1M","€2K",1720,"Callum Booth","2021-22","Limited","142/1000",0.003,4.875
"163","Booth",21,63,74,"FC Utrecht
2022 ~ 2025","€1.1M","€2K",1720,"Callum Booth","2021-22","Limited","142/1000",0.0033,5.3625
"164","Booth",21,63,74,"FC Utrecht
2022 ~ 2025","€1.1M","€2K",1720,"Callum Booth","2021-22","Limited","257/1000",0.0033,5.3625
"165","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","207/1000",0.003,4.875
"166","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","129/1000",0.004,6.5
"167","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Graham Smith","2021-22","Rare","16/100",0.039,63.375
"168","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Graham Smith","2021-22","Rare","12/100",0.1,162.5
"169","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","207/1000",0.0033,5.3625
"170","Smith",21,64,74,"Arsenal
2019 ~ 2023","€1.3M","€11K",1717,"Brad Smith","2022-23","Limited","129/1000",0.0037,6.0125
"171","Dagba",23,74,77,"RC Strasbourg Alsace
Jun 30, 2023 On Loan","€5.5M","€43K",1892,"Colin Dagba","2021-22","Limited","352/1000",0.35,568.75
"172","Dagba",23,74,77,"RC Strasbourg Alsace
Jun 30, 2023 On Loan","€5.5M","€43K",1892,"Colin Dagba","2021-22","Limited","363/1000",0.08,130
"173","Davidson",31,76,76,"Wuhan Three Towns
2022 ~ 2025","€6.5M","€21K",1995,"Jason Davidson","2021-22","Rare","8/100",0.11,178.75
"174","Niane",23,73,78,"FC Metz
2017 ~ 2024","€4.7M","€8K",1687,"Adama Niane","2019-20","Rare","5/100",0.05,81.25
"175","Moreno",27,76,77,"Atlanta United
2020 ~ 2024","€8.5M","€9K",1978,"Gerardo Moreno","2021-22","Limited","174/1000",0.004,6.5
"176","Moreno",27,76,77,"Atlanta United
2020 ~ 2024","€8.5M","€9K",1978,"Gerardo Moreno","2021-22","Limited","174/1000",0.0037,6.0125
"177","Jones",24,66,72,"Hull City
2020 ~ 2023","€1.2M","€4K",1607,"Alvin Jones","2020-21","Rare","6/100",0.07,113.75
"178","García",24,76,80,"AEK Athens
2020 ~ 2025","€11M","€1K",1907,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
"179","García",24,76,80,"AEK Athens
2020 ~ 2025","€11M","€1K",1907,"Aristeo García","2021-22","Limited","206/1000",0.004,6.5
